full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized,text_lemmatized,pos,neg,neu,label
dan LAGI Layanan sicepat tiba aktif sendiri Terakhir JampT hari ini tiba sicepat ikutan aktif padahal dua itu jauh sangat dari rumah dan kantor sudah bingung harus bagaimana sama toped dagangan pun makin sepi karena algorithmnya kacau,dan LAGI Layanan tiba aktif sendiri Terakhir JampT hari ini tiba ikutan aktif padahal dua itu jauh sangat dari rumah dan kantor sudah bingung harus bagaimana sama toped dagangan pun makin sepi karena algorithmnya kacau,"and again the service arrived, the last time, the last time, jampt arrived, arrived actively, even though the two were far from home and office, they were confused about what to do, the merchandise was even more quiet because the algorithm was chaotic",service arrived last time last time jampt arrived arrived actively even though two far home office confused do merchandise even quiet algorithm chaotic,"['service', 'arrived', 'last', 'time', 'last', 'time', 'jampt', 'arrived', 'arrived', 'actively', 'even', 'though', 'two', 'far', 'home', 'office', 'confused', 'do', 'merchandise', 'even', 'quiet', 'algorithm', 'chaotic']","['service', 'arrive', 'last', 'time', 'last', 'time', 'jampt', 'arrive', 'arrive', 'actively', 'even', 'though', 'two', 'far', 'home', 'office', 'confuse', 'do', 'merchandise', 'even', 'quiet', 'algorithm', 'chaotic']",service arrive last time last time jampt arrive arrive actively even though two far home office confuse do merchandise even quiet algorithm chaotic,0.084,0.186,0.73,negative
Gila ya sicepat Paket saya dari tanggal Mei order sampai sekarang belum sampai Pakai JNE atau JNT hari mah sudah sampai Kalau bukan karena sistem Tokped yang ngatur saya mah ogah pakai ekspedisi itu,Gila ya Paket saya dari tanggal Mei order sampai sekarang belum sampai Pakai atau hari mah sudah sampai Kalau bukan karena sistem Tokped yang ngatur saya mah ogah pakai ekspedisi itu,"crazy, my package from the may order until now hasn't been used or the day has arrived if it wasn't because of the tokped system that regulated me, unwilling to use that expedition",crazy package may order used day arrived tokped system regulated me unwilling use expedition,"['crazy', 'package', 'may', 'order', 'used', 'day', 'arrived', 'tokped', 'system', 'regulated', 'me', 'unwilling', 'use', 'expedition']","['crazy', 'package', 'may', 'order', 'use', 'day', 'arrive', 'tokped', 'system', 'regulate', 'me', 'unwilling', 'use', 'expedition']",crazy package may order use day arrive tokped system regulate me unwilling use expedition,0.0,0.156,0.844,negative
lelet,lelet,slow,slow,['slow'],['slow'],slow,0.0,1.0,0.0,negative
tolong dihapus saja dari daftar list ekspedisi Makin lama makin tidak profesional,tolong dihapus saja dari daftar list ekspedisi Makin lama makin tidak profesional,please delete it from the list of expedition lists more and more unprofessional,please delete list expedition lists unprofessional,"['please', 'delete', 'list', 'expedition', 'lists', 'unprofessional']","['please', 'delete', 'list', 'expedition', 'list', 'unprofessional']",please delete list expedition list unprofessional,0.24,0.344,0.417,negative
Ini jnt kayaknya mau bangkrut abis pada gabisa milih jnt njir wkwk Karena setau saya pas beli di tiktok pun sekarang tiktok jarang pakai jnt Kebanyakan ninja sicepat,Ini kayaknya mau bangkrut abis pada gabisa milih njir wkwk Karena setau saya pas beli di tiktok pun sekarang tiktok jarang pakai Kebanyakan ninja,"it seems like i want to go bankrupt after i can't choose njir wkwk because as far as i know when i buy it at tiktok, i rarely use most ninja rarely uses ninja",seems like want go bankrupt cant choose njir wkwk far know buy tiktok rarely use ninja rarely uses ninja,"['seems', 'like', 'want', 'go', 'bankrupt', 'cant', 'choose', 'njir', 'wkwk', 'far', 'know', 'buy', 'tiktok', 'rarely', 'use', 'ninja', 'rarely', 'uses', 'ninja']","['seem', 'like', 'want', 'go', 'bankrupt', 'cant', 'choose', 'njir', 'wkwk', 'far', 'know', 'buy', 'tiktok', 'rarely', 'use', 'ninja', 'rarely', 'us', 'ninja']",seem like want go bankrupt cant choose njir wkwk far know buy tiktok rarely use ninja rarely us ninja,0.162,0.154,0.684,negative
guys jangan lupa untuk ganti ekspedisi ke jnt sicepat yaa,guys jangan lupa untuk ganti ekspedisi ke yaa,guys don't forget to change the expedition to yaa,guys forget change expedition yaa,"['guys', 'forget', 'change', 'expedition', 'yaa']","['guy', 'forget', 'change', 'expedition', 'yaa']",guy forget change expedition yaa,0.0,0.322,0.678,negative
sebenernya saya juga sudah pernah kejadian seperti gini tetapi tidak separah ini ini juga jarangjarang saya kirim paket makanya belum kenal sama kurirnya,sebenernya saya juga sudah pernah kejadian seperti gini tetapi tidak separah ini ini juga jarangjarang saya kirim paket makanya belum kenal sama kurirnya,"actually i have also happened like this but not this bad this is also rare, i send a package so i don't know the courier",actually also happened like bad also rare send package know courier,"['actually', 'also', 'happened', 'like', 'bad', 'also', 'rare', 'send', 'package', 'know', 'courier']","['actually', 'also', 'happen', 'like', 'bad', 'also', 'rare', 'send', 'package', 'know', 'courier']",actually also happen like bad also rare send package know courier,0.167,0.233,0.6,negative
awas kamu yah sicepat bnrn saya gebukin kamu kalau paket saya rusak demi apapun,awas kamu yah bnrn saya gebukin kamu kalau paket saya rusak demi apapun,"watch out for you, i will be a lot of you if my package is broken for anything",watch you lot package broken anything,"['watch', 'you', 'lot', 'package', 'broken', 'anything']","['watch', 'you', 'lot', 'package', 'broken', 'anything']",watch you lot package broken anything,0.0,0.383,0.617,negative
lelet besok ganti nama jadi silelet,lelet besok ganti nama jadi silelet,slow tomorrow change name to silelet,slow tomorrow change name silelet,"['slow', 'tomorrow', 'change', 'name', 'silelet']","['slow', 'tomorrow', 'change', 'name', 'silelet']",slow tomorrow change name silelet,0.0,0.273,0.727,negative
eh saya beneran emosi sama elu yaaa jelek sangat pelayanan nya,eh saya beneran emosi sama elu yaaa jelek sangat pelayanan nya,"eh, i'm really emotional with you, it's really bad",eh im really emotional you really bad,"['eh', 'im', 'really', 'emotional', 'you', 'really', 'bad']","['eh', 'im', 'really', 'emotional', 'you', 'really', 'bad']",eh im really emotional you really bad,0.177,0.355,0.468,negative
sudah sering tetapi tetep saja anjing agak was was kalau ilang lagi sicepat saya bakar anjing cukup rb saya ilang gara gara sicepat tidak usah lagi ya bangsat,sudah sering tetapi tetep saja anjing agak was was kalau ilang lagi saya bakar anjing cukup rb saya ilang gara gara tidak usah lagi ya bangsat,"already often but still the dog is a bit was worried when i burn the dog is enough, i lost it because i don't need to be a bastard",already often still dog bit worried burn dog enough lost need bastard,"['already', 'often', 'still', 'dog', 'bit', 'worried', 'burn', 'dog', 'enough', 'lost', 'need', 'bastard']","['already', 'often', 'still', 'dog', 'bit', 'worried', 'burn', 'dog', 'enough', 'lose', 'need', 'bastard']",already often still dog bit worried burn dog enough lose need bastard,0.0,0.483,0.517,negative
tolol dah sicepat,tolol dah,stupid,stupid,['stupid'],['stupid'],stupid,0.0,1.0,0.0,negative
sumpah jangan pernah pakai sicepat Sedang karena sudah gajelas ajg saya pernah pakai ekspedisi sicepat sudah nunggu sebulan tetapi endingnya malah dibalikin ke seller,sumpah jangan pernah pakai Sedang karena sudah gajelas ajg saya pernah pakai ekspedisi sudah nunggu sebulan tetapi endingnya malah dibalikin ke seller,i swear never to use medium because i have been clear i have used an expedition for a month but the ending is even reversed to the seller,swear never use medium clear used expedition month ending even reversed seller,"['swear', 'never', 'use', 'medium', 'clear', 'used', 'expedition', 'month', 'ending', 'even', 'reversed', 'seller']","['swear', 'never', 'use', 'medium', 'clear', 'use', 'expedition', 'month', 'end', 'even', 'reverse', 'seller']",swear never use medium clear use expedition month end even reverse seller,0.0,0.253,0.747,negative
pen marah saya cs kalian tidak gunaa weyy,pen marah saya cs kalian tidak gunaa weyy,my angry pen cs you are not used by weyy,angry pen cs used weyy,"['angry', 'pen', 'cs', 'used', 'weyy']","['angry', 'pen', 'c', 'use', 'weyy']",angry pen c use weyy,0.0,0.452,0.548,negative
kak hallo maaf nimbrung kakak jadinya drop point sicepat di mana,kak hallo maaf nimbrung kakak jadinya drop point di mana,"sis hello sorry, the sister will drop the point where",sis hello sorry sister drop point,"['sis', 'hello', 'sorry', 'sister', 'drop', 'point']","['si', 'hello', 'sorry', 'sister', 'drop', 'point']",si hello sorry sister drop point,0.0,0.459,0.541,negative
degdegann kmrn stgh mlm saya drop paket ke sicepat dkt rumah tetapi dah tutup kata abangnya di proses besok pagi ya mbakk nah sekarang belum di proses jir takut ilang paketku paket wtt itu pls,degdegann kmrn stgh mlm saya drop paket ke dkt rumah tetapi dah tutup kata abangnya di proses besok pagi ya mbakk nah sekarang belum di proses jir takut ilang paketku paket wtt itu pls,"deg with mlm, i drop the package near the house but already closed the brother's word in the process tomorrow morning, mbakk, now it hasn't been processed if i am afraid that my package package is pls",deg mlm drop package near house already closed brothers word process tomorrow morning mbakk processed afraid package package pls,"['deg', 'mlm', 'drop', 'package', 'near', 'house', 'already', 'closed', 'brothers', 'word', 'process', 'tomorrow', 'morning', 'mbakk', 'processed', 'afraid', 'package', 'package', 'pls']","['deg', 'mlm', 'drop', 'package', 'near', 'house', 'already', 'close', 'brother', 'word', 'process', 'tomorrow', 'morning', 'mbakk', 'process', 'afraid', 'package', 'package', 'pls']",deg mlm drop package near house already close brother word process tomorrow morning mbakk process afraid package package pls,0.06,0.206,0.734,negative
sicepat nih gila apa bagaimana paket dikirim dari tanggal sampe sekarang masih di jogja kesel banget sumpah tu paket tidak gerak nama kamu doang cepet tetapi servisnya buruk banget sumpah tidak bakal pakai ekspedisi kamu lagi,nih gila apa bagaimana paket dikirim dari tanggal sampe sekarang masih di jogja kesel banget sumpah tu paket tidak gerak nama kamu doang cepet tetapi servisnya buruk banget sumpah tidak bakal pakai ekspedisi kamu lagi,"this is crazy, what is the package sent from date until now still in jogja really swear that the package does not move your name is just fast but the service is really bad, the oath will not use your expedition again",crazy package sent date still jogja really swear package move name fast service really bad oath use expedition,"['crazy', 'package', 'sent', 'date', 'still', 'jogja', 'really', 'swear', 'package', 'move', 'name', 'fast', 'service', 'really', 'bad', 'oath', 'use', 'expedition']","['crazy', 'package', 'sent', 'date', 'still', 'jogja', 'really', 'swear', 'package', 'move', 'name', 'fast', 'service', 'really', 'bad', 'oath', 'use', 'expedition']",crazy package sent date still jogja really swear package move name fast service really bad oath use expedition,0.065,0.331,0.604,negative
Kurir sicepat beneran lelet,Kurir beneran lelet,courier is really slow,courier really slow,"['courier', 'really', 'slow']","['courier', 'really', 'slow']",courier really slow,0.0,0.473,0.527,negative
naik krl cuma mau drop off satu paket ke sicepat sudah hampir empat hari tidak ada kurir yang dateng ke rumah buat pick up akhirnya udahlah ya drop off saja sendiri paketnya ke counter sudah telepon cs sicepat katanya hari minggu bisa drop off di semua gerai,naik krl cuma mau drop off satu paket ke sudah hampir empat hari tidak ada kurir yang dateng ke rumah buat pick up akhirnya udahlah ya drop off saja sendiri paketnya ke counter sudah telepon cs katanya hari minggu bisa drop off di semua gerai,"ride the krl just want to drop off one package to for almost four days there is no courier who came to the house to pick up, finally, just drop off the package, the package to the counter has called cs, he said sunday can drop off at all outlets",ride krl want drop one package almost four days courier came house pick up finally drop package package counter called cs said sunday drop outlets,"['ride', 'krl', 'want', 'drop', 'one', 'package', 'almost', 'four', 'days', 'courier', 'came', 'house', 'pick', 'up', 'finally', 'drop', 'package', 'package', 'counter', 'called', 'cs', 'said', 'sunday', 'drop', 'outlets']","['ride', 'krl', 'want', 'drop', 'one', 'package', 'almost', 'four', 'day', 'courier', 'come', 'house', 'pick', 'up', 'finally', 'drop', 'package', 'package', 'counter', 'call', 'c', 'say', 'sunday', 'drop', 'outlet']",ride krl want drop one package almost four day courier come house pick up finally drop package package counter call c say sunday drop outlet,0.045,0.22,0.734,negative
