,full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
765,bener bgt apalagi sicepat nama doang cepat tapi aslinya lamaaa bgttt mana paket sering nyasar,bener bgt apalagi nama doang cepat tapi aslinya lamaaa bgttt mana paket sering nyasar,"really really, especially if the name is fast but the original is long, how come the package is often lost",really really especially name fast original long come package often lost,"['really', 'really', 'especially', 'name', 'fast', 'original', 'long', 'come', 'package', 'often', 'lost']","['really', 'really', 'especially', 'name', 'fast', 'original', 'long', 'come', 'package', 'often', 'lose']"
766,sicepat kurang ajar banget si udah  hari dan belum di pickup juga paketnya maaf banget buat yang pengiriman lewat sicepat kurirnya ga pickup juga hari ini berarti aku drop off ke cabangnya,kurang ajar banget si udah hari dan belum di pickup juga paketnya Maaf banget buat yang pengiriman lewat Kurirnya ga pickup juga hari ini berarti aku drop off ke cabangnya,"very insolent, it's already the day and hasn't been picked up, the package is very sorry for those who shipped through the courier, not pickup, today means i drop off to the branch",insolent already day picked up package sorry shipped courier pickup today means drop branch,"['insolent', 'already', 'day', 'picked', 'up', 'package', 'sorry', 'shipped', 'courier', 'pickup', 'today', 'means', 'drop', 'branch']","['insolent', 'already', 'day', 'picked', 'up', 'package', 'sorry', 'ship', 'courier', 'pickup', 'today', 'mean', 'drop', 'branch']"
767,ekspedisi paling lelet  anteraja   sicepat   jampt  jne,Ekspedisi paling lelet JampT,the most slow expedition jampe,slow expedition jampe,"['slow', 'expedition', 'jampe']","['slow', 'expedition', 'jampe']"
768,sicepat nih knp deh yaallah masa aku hrs kesana lg mana jalan kesananya macet bgt,nih knp deh yaallah masa aku hrs kesana lg mana jalan kesananya macet bgt,"this is why, god, how come i have to go there, where is the way the impression is stuck",why god come go there way impression stuck,"['why', 'god', 'come', 'go', 'there', 'way', 'impression', 'stuck']","['why', 'god', 'come', 'go', 'there', 'way', 'impression', 'stuck']"
769,min tolong imrovisasinya ya aku pake ekspedisi ini paketku hampir selalu ketukersalahdikembalikan ke agen tanpa alasan sedih bgt loh,min tolong imrovisasinya ya aku pake ekspedisi ini paketku hampir selalu ketukersalahdikembalikan ke agen tanpa alasan sedih bgt loh,"min, please help the imroviation, yes, i use this expedition, my package is almost always stuck, it is returned to an agent for no reason to be sad",min please help imroviation yes use expedition package almost always stuck returned agent reason sad,"['min', 'please', 'help', 'imroviation', 'yes', 'use', 'expedition', 'package', 'almost', 'always', 'stuck', 'returned', 'agent', 'reason', 'sad']","['min', 'please', 'help', 'imroviation', 'yes', 'use', 'expedition', 'package', 'almost', 'always', 'stuck', 'return', 'agent', 'reason', 'sad']"
770,aku biasanya gak knp sih ini sicepat lancar ajaa trs tbtb kmrn stuck  hari hhh sad,aku biasanya gak knp sih ini lancar ajaa trs tbtb kmrn stuck hari hhh sad,"i usually don't know, it's just smooth, but it's not stuck, hh sad",usually know smooth stuck hh sad,"['usually', 'know', 'smooth', 'stuck', 'hh', 'sad']","['usually', 'know', 'smooth', 'stuck', 'hh', 'sad']"
771,sicepat nanti nyangkut di padalarang  hari baru di kirim wkwkwkwk,nanti nyangkut di padalarang hari baru di kirim wkwkwkwk,"later it will be stuck in padalarang, a new day, it will be sent",later stuck padalarang new day sent,"['later', 'stuck', 'padalarang', 'new', 'day', 'sent']","['later', 'stuck', 'padalarang', 'new', 'day', 'sent']"
772,boleh kok nder buat drop ke drop point langsung aku sering gitu soalnya kalau pake anteraja sama pake sicepat klo pas kurirnya ngga bisa pick up,Boleh kok nder buat drop ke drop point langsung Aku sering gitu soalnya kalau pake sama pake klo pas kurirnya ngga bisa pick up,"i may do it to drop to drop point directly, i often like that because if you use the same use if the courier can't pick up",may drop drop point directly often like use use courier cant pick,"['may', 'drop', 'drop', 'point', 'directly', 'often', 'like', 'use', 'use', 'courier', 'cant', 'pick']","['may', 'drop', 'drop', 'point', 'directly', 'often', 'like', 'use', 'use', 'courier', 'cant', 'pick']"
773,sicepat ni ganti ajagasi namanya jadi silambat lelet bgt ajgggg malas,ni ganti ajagasi namanya jadi silambat LELET BGT AJGGGG MALAS,this is a replace the name of the name to be a little slow cycle,replace name name little slow cycle,"['replace', 'name', 'name', 'little', 'slow', 'cycle']","['replace', 'name', 'name', 'little', 'slow', 'cycle']"
774,tolong dong kurirnya dikasi tau kalo misal ngasi barang yg sopan bukan asal main mau lempar lewat jendela aja ada pintu ngapain buka jendela rumah mana barang gampang pecah kok mau di lempar shame on you,tolong dong kurirnya dikasi tau kalo misal ngasi barang yg sopan Bukan asal main mau lempar lewat jendela aja Ada pintu ngapain buka jendela rumah Mana barang gampang pecah kok mau di lempar Shame on you,"please please the courier, you know that for example, it will make a polite item not as long as you want to throw it through the window.",please please courier know example make polite item long want throw window,"['please', 'please', 'courier', 'know', 'example', 'make', 'polite', 'item', 'long', 'want', 'throw', 'window']","['please', 'please', 'courier', 'know', 'example', 'make', 'polite', 'item', 'long', 'want', 'throw', 'window']"
775,jangan pake sicepat ya gess bad service wkwk,JANGAN PAKE YA GESS BAD SERVICE WKWK,"don't use it, gess bad service, wkwk",use it gess bad service wkwk,"['use', 'it', 'gess', 'bad', 'service', 'wkwk']","['use', 'it', 'ge', 'bad', 'service', 'wkwk']"
776,ekspedisi ini knp lambat bgt ya sidoarjojbr masa  hari masih sampe probolinggo,Ekspedisi ini knp lambat bgt ya Sidoarjojbr masa hari masih sampe probolinggo,"this expedition is why it's so slow, sidoarjo jbr is still until probolinggo",expedition slow sidoarjo jbr still probolinggo,"['expedition', 'slow', 'sidoarjo', 'jbr', 'still', 'probolinggo']","['expedition', 'slow', 'sidoarjo', 'jbr', 'still', 'probolinggo']"
777,perdian dari sicepat gembel anying gagal ngambil bdst gue,Perdian dari gembel anying gagal ngambil bdst gue,perdian from gembel anying failed to take my bdst,perdian gembel anying failed take bdst,"['perdian', 'gembel', 'anying', 'failed', 'take', 'bdst']","['perdian', 'gembel', 'anying', 'fail', 'take', 'bdst']"
778,jampt paling lelet ya sicepat wkwkwk,jampt paling lelet ya wkwkwk,the most slow jampt,slow jampt,"['slow', 'jampt']","['slow', 'jampt']"
779,emosi bgt kalo pake sicepat,emosi bgt kalo pake,really emotional if you use it,really emotional use,"['really', 'emotional', 'use']","['really', 'emotional', 'use']"
780,min tolong buka cabang di daerah lubang buaya dong biar deket dari rumah,min tolong buka cabang di daerah lubang buaya dong biar deket dari rumah,"min, please open the branch in the crocodile hole area, so it's close to the house",min please open branch crocodile hole area close house,"['min', 'please', 'open', 'branch', 'crocodile', 'hole', 'area', 'close', 'house']","['min', 'please', 'open', 'branch', 'crocodile', 'hole', 'area', 'close', 'house']"
781,ini mah kurir sicepat bang,ini mah kurir bang,this is mah courier bang,mah courier bang,"['mah', 'courier', 'bang']","['mah', 'courier', 'bang']"
782,oke min lain kali jangan ilangin barang temen saya ya min kasian dia sampe galau berhari,Oke min lain kali jangan ilangin barang temen saya ya min kasian dia sampe galau berhari,"okay, min next time, don't get rid of my friends",okay min next time get rid friends,"['okay', 'min', 'next', 'time', 'get', 'rid', 'friends']","['okay', 'min', 'next', 'time', 'get', 'rid', 'friend']"
783,udah dari kapan aku bilang sicepat itu aslinya silambat,Udah dari kapan aku bilang itu aslinya silambat,already from when i said it was originally,already said originally,"['already', 'said', 'originally']","['already', 'say', 'originally']"
784,,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']"
785,nyenyenyenyenye kocak kocak,Nyenyenyenyenye kocak kocak,nyenyenyyenya hilarious hilarious,nyenyenyyenya hilarious hilarious,"['nyenyenyyenya', 'hilarious', 'hilarious']","['nyenyenyyenya', 'hilarious', 'hilarious']"
786,udh dinyatakan ilang ga dikasih ganti rugi suruh minta ganti ke marketplace alah ga ikhlas gue minta pertanggungjawaban sono di akhirat,Udh dinyatakan ilang ga dikasih ganti rugi Suruh minta ganti ke marketplace Alah ga ikhlas gue minta pertanggungjawaban sono di akhirat,"has been declared missing not given compensation to ask to replace to the marketplace, i don't sincerely ask for an sono accountable in the hereafter",declared missing given compensation ask replace marketplace sincerely ask sono accountable hereafter,"['declared', 'missing', 'given', 'compensation', 'ask', 'replace', 'marketplace', 'sincerely', 'ask', 'sono', 'accountable', 'hereafter']","['declare', 'miss', 'give', 'compensation', 'ask', 'replace', 'marketplace', 'sincerely', 'ask', 'sono', 'accountable', 'hereafter']"
787,maaf koteng gua gak akan buka luka yang menyakitkan itu tanggung jawab lu min temen gua sakit hati karna paketnya diilangin sama kurir lu,Maaf koteng gua gak akan buka luka yang menyakitkan itu tanggung jawab lu min temen gua sakit hati karna paketnya diilangin sama kurir lu,"sorry, my koteng will not open a painful wound that is your responsibility, min, my friend is hurt because the package is told by your courier",sorry koteng open painful wound responsibility min friend hurt package told courier,"['sorry', 'koteng', 'open', 'painful', 'wound', 'responsibility', 'min', 'friend', 'hurt', 'package', 'told', 'courier']","['sorry', 'koteng', 'open', 'painful', 'wound', 'responsibility', 'min', 'friend', 'hurt', 'package', 'told', 'courier']"
788,the fuk i ll never use sicepat again sorry i ll turn off sicepat courier feature for my shop,the fuk I ll never use again sorry I ll turn off courier feature for my shop,the fuk i ll never use again sorry i ll turn off courier feature for my shop,fuk never use sorry turn courier feature shop,"['fuk', 'never', 'use', 'sorry', 'turn', 'courier', 'feature', 'shop']","['fuk', 'never', 'use', 'sorry', 'turn', 'courier', 'feature', 'shop']"
789,kenapa ya sicepat deket rumah gue error mulu sistemnya padahal itu gudang bjir bukan cabang drop off doang,kenapa ya deket rumah gue error mulu sistemnya padahal itu gudang bjir bukan cabang drop off doang,why is it near my house error first the system even though it is a warehouse bjir is not a branch of drop off,near house error first system even though warehouse bjir branch drop,"['near', 'house', 'error', 'first', 'system', 'even', 'though', 'warehouse', 'bjir', 'branch', 'drop']","['near', 'house', 'error', 'first', 'system', 'even', 'though', 'warehouse', 'bjir', 'branch', 'drop']"
790,sicepat tuh tergantung daerah ga sih aku pernah malah di retur ke seller gaada konfirmasi apa apa,tuh tergantung daerah ga sih aku pernah malah di retur ke seller gaada konfirmasi apa apa,"it depends on the area, i have ever been returned to the seller, there is no confirmation",depends area ever returned seller confirmation,"['depends', 'area', 'ever', 'returned', 'seller', 'confirmation']","['depends', 'area', 'ever', 'return', 'seller', 'confirmation']"
791,cek dm min maksudnya gimana paket saya gagal diantar dan dijadwalkan untuk dikirim besok tapi kok sekarang malah dibalikin padahal saya ada dirumah terus,Cek dm min maksudnya gimana paket saya gagal diantar dan dijadwalkan untuk dikirim besok tapi kok sekarang malah dibalikin Padahal saya ada dirumah terus,"check dm min, what means that my package failed to be delivered and scheduled to be sent tomorrow but how come now it was reversed even though i was at home",check dm min means package failed delivered scheduled sent tomorrow come reversed even though home,"['check', 'dm', 'min', 'means', 'package', 'failed', 'delivered', 'scheduled', 'sent', 'tomorrow', 'come', 'reversed', 'even', 'though', 'home']","['check', 'dm', 'min', 'mean', 'package', 'fail', 'deliver', 'schedule', 'sent', 'tomorrow', 'come', 'reverse', 'even', 'though', 'home']"
792,spx kapok pake sicepat selama pake jasa ekspedisi sicepat ini yg paling mengecewakan paling lemot,spx kapok pake selama pake jasa ekspedisi ini yg paling mengecewakan paling lemot,spx kapuk use during this expedition service that is the most disappointing slowly,spx kapuk use expedition service disappointing slowly,"['spx', 'kapuk', 'use', 'expedition', 'service', 'disappointing', 'slowly']","['spx', 'kapuk', 'use', 'expedition', 'service', 'disappoint', 'slowly']"
793,keknya tergantung jarak dom dari seller ke buyer juga nderr ak pake sicepat lumayan cepet  harian nyampe,keknya tergantung jarak dom dari seller ke buyer juga nderr ak pake lumayan cepet harian nyampe,the kek depends on the distance from the seller to the buyer as well,kek depends distance seller buyer well,"['kek', 'depends', 'distance', 'seller', 'buyer', 'well']","['kek', 'depends', 'distance', 'seller', 'buyer', 'well']"
794,muridku ada yang namanya lanang sama gesit yang gesit suka kupanggil si gesit kurirnya sicepat waktu smp ada teman yang namanya cantika,Muridku Ada yang namanya Lanang sama Gesit Yang Gesit suka kupanggil si Gesit kurirnya Waktu SMP ada teman yang namanya Cantika,my student has such a thing as lanang and nimble who likes to call the nimbies in junior high school there is a friend whose name is cantika,student thing lanang nimble likes call nimbies junior high school friend whose name cantika,"['student', 'thing', 'lanang', 'nimble', 'likes', 'call', 'nimbies', 'junior', 'high', 'school', 'friend', 'whose', 'name', 'cantika']","['student', 'thing', 'lanang', 'nimble', 'like', 'call', 'nimby', 'junior', 'high', 'school', 'friend', 'whose', 'name', 'cantika']"
